Intersection,Date,Hour,Period,Session_Type,Cars,Boda_bodas,Tricycles,Minibuses,Heavy_Trucks,TriHeadway,CarHeadway,VC
Wandegeya Junction,2026-06-03,20,Night,Night,28,42,2,0,2,6.08,4.76,0.08
Wandegeya Junction,2026-06-03,20,Night,Night,40,26,1,1,0,5.48,4.94,0.05
Wandegeya Junction,2026-06-03,21,Night,Night,27,24,3,0,2,5.59,3.79,0.02
Wandegeya Junction,2026-06-03,21,Night,Night,18,16,0,0,2,5.5,3.67,0.02
Wandegeya Junction,2026-06-03,21,Night,Night,34,27,1,0,0,5.34,3.31,0.04
Wandegeya Junction,2026-06-03,21,Night,Night,23,14,0,6,0,5.82,4.3,0.05
Wandegeya Junction,2026-06-03,22,Night,Night,32,31,1,4,2,6.38,4.32,0.06
Wandegeya Junction,2026-06-03,22,Night,Night,19,22,6,0,0,6.52,4.63,0.02
Wandegeya Junction,2026-06-03,22,Night,Night,21,2,4,0,0,5.79,3.61,0.04
Wandegeya Junction,2026-06-03,22,Night,Night,14,5,1,0,3,5.81,3.68,0.02
Wandegeya Junction,2026-06-03,23,Night,Night,18,12,0,7,2,5.9,5.08,0.03
Wandegeya Junction,2026-06-03,23,Night,Night,26,15,4,5,4,7.04,4.49,0.04
Wandegeya Junction,2026-06-03,23,Night,Night,1,18,1,0,2,6.54,4.86,0.03
Wandegeya Junction,2026-06-03,23,Night,Night,10,7,5,1,1,5.32,4.67,0.03
Wandegeya Junction,2026-06-03,0,Night,Night,1,12,3,0,1,5.27,4.82,0.02
Wandegeya Junction,2026-06-03,0,Night,Night,1,19,0,0,0,5.45,4.8,0.05
Wandegeya Junction,2026-06-03,0,Night,Night,20,1,0,3,1,6.36,4.46,0.03
Wandegeya Junction,2026-06-03,0,Night,Night,3,1,0,2,4,5.7,4.48,0.02
Wandegeya Junction,2026-06-03,1,Night,Night,14,8,0,6,1,5.68,4.52,0.02
Wandegeya Junction,2026-06-03,1,Night,Night,1,7,1,2,0,5.59,4.28,0.02
Wandegeya Junction,2026-06-03,1,Night,Night,3,18,0,0,0,5.65,4.17,0.03
Wandegeya Junction,2026-06-03,1,Night,Night,14,22,0,0,0,7.02,4.31,0.02
Wandegeya Junction,2026-06-03,2,Night,Night,24,9,2,1,0,5.28,4.53,0.02
Wandegeya Junction,2026-06-03,2,Night,Night,14,27,0,4,2,5.91,3.97,0.03
Wandegeya Junction,2026-06-03,2,Night,Night,15,8,4,0,1,5.85,4.56,0.04
Wandegeya Junction,2026-06-03,2,Night,Night,17,1,1,0,3,5.72,4.6,0.02
Wandegeya Junction,2026-06-03,3,Night,Night,1,10,3,2,3,5.95,4.77,0.02
Wandegeya Junction,2026-06-03,3,Night,Night,6,1,1,0,0,5.22,4.15,0.02
Wandegeya Junction,2026-06-03,3,Night,Night,3,4,0,2,2,5.76,4.69,0.02
Wandegeya Junction,2026-06-03,3,Night,Night,6,8,0,0,0,5.73,4.33,0.02
Wandegeya Junction,2026-06-03,4,Night,Night,11,7,0,0,0,6.81,4.86,0.02
Wandegeya Junction,2026-06-03,4,Night,Night,1,23,0,0,0,5.42,4.38,0.02
Wandegeya Junction,2026-06-03,4,Night,Night,15,3,1,0,0,5.97,5.81,0.02
Wandegeya Junction,2026-06-03,4,Night,Night,25,6,4,1,0,6.58,4.52,0.04
Wandegeya Junction,2026-06-03,5,Night,Night,23,23,1,0,0,6.17,4.56,0.03
Wandegeya Junction,2026-06-03,5,Night,Night,17,28,0,0,1,6.01,4.24,0.03
Wandegeya Junction,2026-06-03,5,Night,Night,20,3,0,0,1,5.61,4.58,0.02
Wandegeya Junction,2026-06-03,5,Night,Night,11,15,6,0,0,5.54,5.27,0.05
Wandegeya Junction,2026-06-03,6,Night,Night,17,20,2,0,0,6.31,3.77,0.02
Wandegeya Junction,2026-06-03,6,Night,Night,24,31,4,0,0,6.41,4.35,0.03
Wandegeya Junction,2026-06-03,6,Night,Night,21,14,0,0,0,5.32,4.61,0.02
Wandegeya Junction,2026-06-03,6,Night,Night,14,40,5,0,2,5.36,4.2,0.03
Kibuye Roundabout,2026-06-03,19,Night,Night,43,44,2,0,2,5.55,4.33,0.1
Kibuye Roundabout,2026-06-03,19,Night,Night,39,40,5,1,4,5.47,4.28,0.04
Kibuye Roundabout,2026-06-03,19,Night,Night,49,54,3,3,2,5.59,4.9,0.04
Kibuye Roundabout,2026-06-03,19,Night,Night,26,39,6,1,1,4.52,4.65,0.04
Kibuye Roundabout,2026-06-03,20,Night,Night,45,34,3,9,0,5.12,4.61,0.06
Kibuye Roundabout,2026-06-03,20,Night,Night,42,43,4,0,0,5.72,4.27,0.07
Kibuye Roundabout,2026-06-03,20,Night,Night,43,41,8,2,0,5.55,4.73,0.08
Kibuye Roundabout,2026-06-03,20,Night,Night,35,40,5,7,0,6.02,4.71,0.06
Kibuye Roundabout,2026-06-03,21,Night,Night,11,17,6,6,0,5.56,4.58,0.02
Kibuye Roundabout,2026-06-03,21,Night,Night,22,7,3,0,3,5.64,4.95,0.03
Kibuye Roundabout,2026-06-03,21,Night,Night,12,26,2,0,1,5.66,4.03,0.05
Kibuye Roundabout,2026-06-03,21,Night,Night,22,31,4,0,0,6.18,5.07,0.03
Kibuye Roundabout,2026-06-03,22,Night,Night,34,18,5,0,1,5.7,4.0,0.05
Kibuye Roundabout,2026-06-03,22,Night,Night,20,16,3,0,0,6.14,4.64,0.02
Kibuye Roundabout,2026-06-03,22,Night,Night,11,28,2,7,0,6.41,4.91,0.05
Kibuye Roundabout,2026-06-03,22,Night,Night,16,25,2,4,1,5.71,4.88,0.02
Kibuye Roundabout,2026-06-03,23,Night,Night,21,19,0,0,3,5.6,4.35,0.03
Kibuye Roundabout,2026-06-03,23,Night,Night,11,9,0,0,0,5.63,4.15,0.02
Kibuye Roundabout,2026-06-03,23,Night,Night,13,10,0,0,0,5.81,4.51,0.02
Kibuye Roundabout,2026-06-03,23,Night,Night,20,21,3,5,0,6.68,4.4,0.03
Kibuye Roundabout,2026-06-03,0,Night,Night,12,8,0,0,0,6.34,4.44,0.02
Kibuye Roundabout,2026-06-03,0,Night,Night,11,1,1,0,0,6.33,4.22,0.02
Kibuye Roundabout,2026-06-03,0,Night,Night,9,12,4,0,0,5.91,4.18,0.02
Kibuye Roundabout,2026-06-03,0,Night,Night,1,3,3,0,3,6.18,4.81,0.04
Kibuye Roundabout,2026-06-03,1,Night,Night,22,14,0,5,0,5.51,4.54,0.02
Kibuye Roundabout,2026-06-03,1,Night,Night,4,23,1,0,0,5.77,3.98,0.02
Kibuye Roundabout,2026-06-03,1,Night,Night,2,20,0,1,0,5.54,4.32,0.02
Kibuye Roundabout,2026-06-03,1,Night,Night,2,7,1,0,0,5.58,4.18,0.04
Kibuye Roundabout,2026-06-03,2,Night,Night,11,29,1,1,0,5.23,5.0,0.02
Kibuye Roundabout,2026-06-03,2,Night,Night,2,11,0,4,0,5.75,4.82,0.02
Kibuye Roundabout,2026-06-03,2,Night,Night,1,14,0,1,0,5.33,5.21,0.04
Kibuye Roundabout,2026-06-03,2,Night,Night,8,2,0,2,1,5.45,4.8,0.02
Kibuye Roundabout,2026-06-03,3,Night,Night,9,23,0,0,0,5.74,4.22,0.03
Kibuye Roundabout,2026-06-03,3,Night,Night,15,20,2,0,1,6.07,4.37,0.04
Kibuye Roundabout,2026-06-03,3,Night,Night,2,5,0,0,1,5.57,5.03,0.02
Kibuye Roundabout,2026-06-03,3,Night,Night,20,10,3,2,3,5.64,4.51,0.02
Kibuye Roundabout,2026-06-03,4,Night,Night,1,1,0,1,3,5.91,4.97,0.02
Kibuye Roundabout,2026-06-03,4,Night,Night,13,27,0,3,0,4.96,5.03,0.02
Kibuye Roundabout,2026-06-03,4,Night,Night,2,10,0,0,1,4.84,4.41,0.02
Kibuye Roundabout,2026-06-03,4,Night,Night,14,18,0,0,0,5.92,4.38,0.02
Kibuye Roundabout,2026-06-03,5,Night,Night,6,12,2,4,0,4.9,4.56,0.02
Kibuye Roundabout,2026-06-03,5,Night,Night,21,1,2,7,0,5.67,5.1,0.02
Kibuye Roundabout,2026-06-03,5,Night,Night,12,32,4,5,1,6.92,4.43,0.06
Kibuye Roundabout,2026-06-03,5,Night,Night,29,11,0,0,0,6.1,4.48,0.02
Kibuye Roundabout,2026-06-03,6,Night,Night,6,19,2,1,4,5.34,5.47,0.04
Kibuye Roundabout,2026-06-03,6,Night,Night,39,25,0,0,1,6.11,4.98,0.05
Kibuye Roundabout,2026-06-03,6,Night,Night,19,15,6,2,0,5.38,4.34,0.04
Kibuye Roundabout,2026-06-03,6,Night,Night,27,32,0,5,0,5.57,4.26,0.05
Bakuli Intersection,2026-06-03,19,Night,Night,39,19,5,3,0,5.08,4.36,0.06
Bakuli Intersection,2026-06-03,19,Night,Night,46,44,4,2,0,6.59,5.05,0.06
Bakuli Intersection,2026-06-03,19,Night,Night,42,45,4,3,0,6.95,4.65,0.06
Bakuli Intersection,2026-06-03,19,Night,Night,45,37,3,0,2,5.19,4.17,0.05
Bakuli Intersection,2026-06-03,20,Night,Night,35,10,3,2,0,5.73,4.51,0.05
Bakuli Intersection,2026-06-03,20,Night,Night,32,25,1,3,0,6.7,4.68,0.03
Bakuli Intersection,2026-06-03,20,Night,Night,37,24,4,5,0,5.28,4.45,0.07
Bakuli Intersection,2026-06-03,20,Night,Night,37,33,4,1,0,5.92,4.44,0.05
Bakuli Intersection,2026-06-03,21,Night,Night,5,16,1,0,2,5.82,4.71,0.02
Bakuli Intersection,2026-06-03,21,Night,Night,24,13,0,0,4,4.87,4.19,0.04
Bakuli Intersection,2026-06-03,21,Night,Night,30,24,2,2,3,5.38,4.75,0.06
Bakuli Intersection,2026-06-03,21,Night,Night,15,22,2,3,0,6.49,4.69,0.03
Bakuli Intersection,2026-06-03,22,Night,Night,1,1,1,3,0,5.86,4.43,0.02
Bakuli Intersection,2026-06-03,22,Night,Night,14,25,0,0,2,6.23,4.71,0.05
Bakuli Intersection,2026-06-03,22,Night,Night,23,17,0,0,0,6.3,4.86,0.03
Bakuli Intersection,2026-06-03,22,Night,Night,11,10,4,0,1,5.42,4.74,0.02
Bakuli Intersection,2026-06-03,23,Night,Night,8,11,1,0,2,6.2,5.02,0.02
Bakuli Intersection,2026-06-03,23,Night,Night,2,22,3,6,0,5.73,3.61,0.02
Bakuli Intersection,2026-06-03,23,Night,Night,1,14,2,8,0,6.77,4.94,0.02
Bakuli Intersection,2026-06-03,23,Night,Night,13,6,0,0,0,5.84,4.37,0.04
Bakuli Intersection,2026-06-03,0,Night,Night,11,10,0,0,0,5.94,4.75,0.02
Bakuli Intersection,2026-06-03,0,Night,Night,29,10,0,2,1,6.45,4.38,0.03
Bakuli Intersection,2026-06-03,0,Night,Night,1,5,1,0,5,5.8,4.96,0.02
Bakuli Intersection,2026-06-03,0,Night,Night,9,5,1,0,2,5.36,4.44,0.03
Bakuli Intersection,2026-06-03,1,Night,Night,17,3,0,0,0,6.58,4.87,0.02
Bakuli Intersection,2026-06-03,1,Night,Night,5,14,0,0,2,6.05,4.0,0.02
Bakuli Intersection,2026-06-03,1,Night,Night,12,23,0,0,2,5.13,4.05,0.03
Bakuli Intersection,2026-06-03,1,Night,Night,7,3,1,1,2,5.74,4.87,0.02
Bakuli Intersection,2026-06-03,2,Night,Night,22,1,0,5,0,5.56,4.58,0.03
Bakuli Intersection,2026-06-03,2,Night,Night,11,17,0,5,0,4.95,4.92,0.02
Bakuli Intersection,2026-06-03,2,Night,Night,1,8,1,0,1,4.72,4.17,0.02
Bakuli Intersection,2026-06-03,2,Night,Night,13,14,0,0,3,6.26,3.89,0.02
Bakuli Intersection,2026-06-03,3,Night,Night,22,9,0,0,0,5.49,4.36,0.02
Bakuli Intersection,2026-06-03,3,Night,Night,12,7,1,0,1,5.67,3.88,0.02
Bakuli Intersection,2026-06-03,3,Night,Night,3,15,4,1,2,5.3,3.81,0.03
Bakuli Intersection,2026-06-03,3,Night,Night,4,13,3,0,0,5.25,4.51,0.02
Bakuli Intersection,2026-06-03,4,Night,Night,1,28,0,2,0,5.55,4.79,0.02
Bakuli Intersection,2026-06-03,4,Night,Night,14,11,5,2,0,5.6,3.72,0.04
Bakuli Intersection,2026-06-03,4,Night,Night,11,10,2,0,0,6.2,4.46,0.02
Bakuli Intersection,2026-06-03,4,Night,Night,15,1,2,2,1,6.05,4.68,0.02
Bakuli Intersection,2026-06-03,5,Night,Night,16,29,3,0,0,6.24,4.57,0.04
Bakuli Intersection,2026-06-03,5,Night,Night,13,11,2,0,0,5.7,4.34,0.02
Bakuli Intersection,2026-06-03,5,Night,Night,17,23,6,2,1,5.25,4.65,0.04
Bakuli Intersection,2026-06-03,5,Night,Night,16,9,2,0,2,5.23,3.89,0.04
Bakuli Intersection,2026-06-03,6,Night,Night,21,31,5,4,0,5.82,4.54,0.04
Bakuli Intersection,2026-06-03,6,Night,Night,20,21,2,0,2,5.17,3.91,0.04
Bakuli Intersection,2026-06-03,6,Night,Night,14,12,3,0,0,5.85,3.58,0.02
Bakuli Intersection,2026-06-03,6,Night,Night,10,19,2,3,0,5.79,4.42,0.02
Bwaise Junction,2026-06-03,19,Night,Night,29,34,2,4,1,6.03,4.31,0.09
Bwaise Junction,2026-06-03,19,Night,Night,26,48,2,0,0,5.03,4.65,0.04
Bwaise Junction,2026-06-03,19,Night,Night,29,41,6,1,3,4.98,4.34,0.03
Bwaise Junction,2026-06-03,19,Night,Night,30,27,1,0,0,5.52,4.89,0.04
Bwaise Junction,2026-06-03,20,Night,Night,17,43,0,2,1,5.98,4.96,0.02
Bwaise Junction,2026-06-03,20,Night,Night,19,37,0,4,0,5.85,4.81,0.05
Bwaise Junction,2026-06-03,20,Night,Night,41,28,1,0,0,6.18,3.97,0.05
Bwaise Junction,2026-06-03,20,Night,Night,36,29,2,4,0,5.4,4.99,0.05
Bwaise Junction,2026-06-03,21,Night,Night,29,11,1,1,0,5.79,4.44,0.04
Bwaise Junction,2026-06-03,21,Night,Night,12,18,0,6,0,5.91,4.35,0.05
Bwaise Junction,2026-06-03,21,Night,Night,25,28,0,6,1,6.22,4.84,0.04
Bwaise Junction,2026-06-03,21,Night,Night,24,24,0,3,0,6.24,4.26,0.06
Bwaise Junction,2026-06-03,22,Night,Night,7,14,4,1,2,4.96,4.37,0.04
Bwaise Junction,2026-06-03,22,Night,Night,37,18,0,1,0,5.72,3.74,0.04
Bwaise Junction,2026-06-03,22,Night,Night,14,25,1,6,3,5.77,4.61,0.02
Bwaise Junction,2026-06-03,22,Night,Night,4,18,0,6,0,6.15,4.58,0.03
Bwaise Junction,2026-06-03,23,Night,Night,11,7,3,0,1,6.33,4.74,0.04
Bwaise Junction,2026-06-03,23,Night,Night,14,5,1,0,0,5.41,4.36,0.02
Bwaise Junction,2026-06-03,23,Night,Night,1,9,1,3,0,6.38,3.18,0.02
Bwaise Junction,2026-06-03,23,Night,Night,14,4,5,5,0,4.65,5.22,0.02
Bwaise Junction,2026-06-03,0,Night,Night,8,2,1,0,0,5.06,3.96,0.02
Bwaise Junction,2026-06-03,0,Night,Night,5,1,0,4,0,6.0,3.53,0.03
Bwaise Junction,2026-06-03,0,Night,Night,1,6,3,1,1,5.29,4.21,0.02
Bwaise Junction,2026-06-03,0,Night,Night,14,30,0,0,1,5.74,4.51,0.02
Bwaise Junction,2026-06-03,1,Night,Night,16,2,1,0,0,6.16,5.3,0.02
Bwaise Junction,2026-06-03,1,Night,Night,13,11,0,0,0,4.59,4.59,0.02
Bwaise Junction,2026-06-03,1,Night,Night,1,2,0,0,0,5.47,4.59,0.02
Bwaise Junction,2026-06-03,1,Night,Night,19,3,3,1,0,5.43,4.28,0.02
Bwaise Junction,2026-06-03,2,Night,Night,12,28,1,3,0,5.95,4.63,0.02
Bwaise Junction,2026-06-03,2,Night,Night,5,6,0,0,2,5.96,4.67,0.02
Bwaise Junction,2026-06-03,2,Night,Night,1,1,0,5,1,5.47,4.86,0.02
Bwaise Junction,2026-06-03,2,Night,Night,11,1,2,0,0,6.49,3.54,0.02
Bwaise Junction,2026-06-03,3,Night,Night,19,21,0,1,0,4.47,3.94,0.03
Bwaise Junction,2026-06-03,3,Night,Night,14,16,3,0,2,6.06,4.65,0.03
Bwaise Junction,2026-06-03,3,Night,Night,13,4,2,4,0,6.02,4.49,0.04
Bwaise Junction,2026-06-03,3,Night,Night,11,19,0,0,3,5.31,4.8,0.02
Bwaise Junction,2026-06-03,4,Night,Night,1,14,0,0,0,5.2,3.57,0.03
Bwaise Junction,2026-06-03,4,Night,Night,20,1,0,2,1,5.29,4.91,0.02
Bwaise Junction,2026-06-03,4,Night,Night,4,5,4,1,1,4.97,4.83,0.04
Bwaise Junction,2026-06-03,4,Night,Night,1,1,4,0,4,5.78,5.07,0.02
Bwaise Junction,2026-06-03,5,Night,Night,18,7,5,1,0,8.04,4.91,0.02
Bwaise Junction,2026-06-03,5,Night,Night,1,3,4,0,0,5.52,5.33,0.02
Bwaise Junction,2026-06-03,5,Night,Night,11,7,0,1,0,6.06,4.01,0.02
Bwaise Junction,2026-06-03,5,Night,Night,12,9,0,3,0,5.45,4.94,0.02
Bwaise Junction,2026-06-03,6,Night,Night,25,17,5,3,0,5.5,5.4,0.02
Bwaise Junction,2026-06-03,6,Night,Night,22,5,3,0,3,6.39,4.44,0.02
Bwaise Junction,2026-06-03,6,Night,Night,4,17,2,0,0,5.52,5.05,0.02
Bwaise Junction,2026-06-03,6,Night,Night,12,7,1,1,0,6.13,4.94,0.02
Natete Junction,2026-06-03,19,Night,Night,38,57,6,4,0,6.02,4.13,0.09
Natete Junction,2026-06-03,19,Night,Night,46,39,5,5,3,5.09,4.73,0.06
Natete Junction,2026-06-03,19,Night,Night,37,52,6,9,0,7.17,4.53,0.08
Natete Junction,2026-06-03,19,Night,Night,38,54,0,2,0,5.37,4.01,0.08
Natete Junction,2026-06-03,20,Night,Night,33,42,2,6,0,6.08,4.85,0.07
Natete Junction,2026-06-03,20,Night,Night,42,34,2,3,4,5.18,4.27,0.07
Natete Junction,2026-06-03,20,Night,Night,36,60,5,5,0,5.31,4.63,0.06
Natete Junction,2026-06-03,20,Night,Night,46,32,2,6,2,5.45,4.46,0.06
Natete Junction,2026-06-03,21,Night,Night,15,12,3,3,0,5.72,3.88,0.04
Natete Junction,2026-06-03,21,Night,Night,15,21,1,5,4,6.35,4.6,0.02
Natete Junction,2026-06-03,21,Night,Night,12,29,0,2,2,5.59,4.47,0.04
Natete Junction,2026-06-03,21,Night,Night,33,24,0,2,0,5.87,4.82,0.02
Natete Junction,2026-06-03,22,Night,Night,9,24,6,0,2,5.61,4.95,0.05
Natete Junction,2026-06-03,22,Night,Night,25,30,1,1,3,6.22,4.29,0.06
Natete Junction,2026-06-03,22,Night,Night,25,20,0,5,2,6.53,4.56,0.06
Natete Junction,2026-06-03,22,Night,Night,17,24,0,0,0,5.35,4.39,0.03
Natete Junction,2026-06-03,23,Night,Night,14,26,0,0,2,5.41,4.23,0.05
Natete Junction,2026-06-03,23,Night,Night,21,11,0,0,0,6.64,4.27,0.02
Natete Junction,2026-06-03,23,Night,Night,3,31,0,2,0,6.05,4.89,0.02
Natete Junction,2026-06-03,23,Night,Night,21,20,1,0,0,6.71,4.16,0.02
Natete Junction,2026-06-03,0,Night,Night,2,34,1,0,0,5.57,5.17,0.05
Natete Junction,2026-06-03,0,Night,Night,19,1,0,0,0,5.82,4.43,0.02
Natete Junction,2026-06-03,0,Night,Night,4,15,0,0,0,5.74,4.02,0.03
Natete Junction,2026-06-03,0,Night,Night,8,8,4,0,0,6.58,4.17,0.03
Natete Junction,2026-06-03,1,Night,Night,1,7,2,0,0,5.8,5.14,0.02
Natete Junction,2026-06-03,1,Night,Night,17,6,1,0,0,5.2,3.97,0.02
Natete Junction,2026-06-03,1,Night,Night,1,4,3,3,1,5.23,4.23,0.02
Natete Junction,2026-06-03,1,Night,Night,17,1,0,5,0,5.0,4.78,0.02
Natete Junction,2026-06-03,2,Night,Night,3,1,0,8,0,4.91,3.7,0.02
Natete Junction,2026-06-03,2,Night,Night,21,17,0,0,0,5.63,4.81,0.03
Natete Junction,2026-06-03,2,Night,Night,1,12,1,2,0,5.59,4.41,0.02
Natete Junction,2026-06-03,2,Night,Night,15,9,0,1,0,4.52,3.93,0.03
Natete Junction,2026-06-03,3,Night,Night,11,18,0,0,0,4.59,4.56,0.02
Natete Junction,2026-06-03,3,Night,Night,10,12,2,4,0,6.62,4.42,0.02
Natete Junction,2026-06-03,3,Night,Night,3,1,1,1,0,5.46,4.19,0.02
Natete Junction,2026-06-03,3,Night,Night,16,17,0,2,0,6.25,5.15,0.03
Natete Junction,2026-06-03,4,Night,Night,22,11,2,7,0,5.4,3.74,0.04
Natete Junction,2026-06-03,4,Night,Night,18,12,0,3,0,5.19,3.98,0.02
Natete Junction,2026-06-03,4,Night,Night,16,1,1,0,1,6.47,4.64,0.02
Natete Junction,2026-06-03,4,Night,Night,20,18,1,6,0,5.71,4.67,0.02
Natete Junction,2026-06-03,5,Night,Night,20,25,3,0,0,5.03,4.39,0.03
Natete Junction,2026-06-03,5,Night,Night,15,39,0,0,2,5.06,4.62,0.05
Natete Junction,2026-06-03,5,Night,Night,25,33,1,5,2,5.6,4.58,0.03
Natete Junction,2026-06-03,5,Night,Night,23,11,0,0,1,6.04,4.51,0.04
Natete Junction,2026-06-03,6,Night,Night,21,28,2,0,1,6.71,4.53,0.03
Natete Junction,2026-06-03,6,Night,Night,14,26,0,0,1,5.76,5.33,0.05
Natete Junction,2026-06-03,6,Night,Night,20,36,0,2,0,6.64,4.25,0.02
Natete Junction,2026-06-03,6,Night,Night,22,25,0,2,3,6.23,4.06,0.02
Wandegeya Junction,2026-06-06,19,Night,Night,33,48,4,4,4,6.06,5.06,0.07
Wandegeya Junction,2026-06-06,19,Night,Night,56,42,6,4,0,5.19,3.48,0.09
Wandegeya Junction,2026-06-06,19,Night,Night,47,27,6,1,0,5.19,4.46,0.07
Wandegeya Junction,2026-06-06,19,Night,Night,36,32,8,4,1,6.92,4.36,0.03
Wandegeya Junction,2026-06-06,20,Night,Night,35,24,7,0,1,5.63,4.83,0.07
Wandegeya Junction,2026-06-06,20,Night,Night,36,45,3,0,2,6.79,4.18,0.05
Wandegeya Junction,2026-06-06,20,Night,Night,47,43,1,6,0,5.9,4.95,0.07
Wandegeya Junction,2026-06-06,20,Night,Night,37,22,2,5,0,5.92,4.92,0.04
Wandegeya Junction,2026-06-06,21,Night,Night,8,15,1,2,0,5.64,4.15,0.02
Wandegeya Junction,2026-06-06,21,Night,Night,10,46,0,0,0,5.98,4.71,0.05
Wandegeya Junction,2026-06-06,21,Night,Night,21,22,4,4,2,4.92,4.86,0.06
Wandegeya Junction,2026-06-06,21,Night,Night,28,13,3,1,1,5.36,4.45,0.02
Wandegeya Junction,2026-06-06,22,Night,Night,15,29,0,3,0,5.61,4.54,0.03
Wandegeya Junction,2026-06-06,22,Night,Night,18,16,2,0,3,5.93,4.3,0.02
Wandegeya Junction,2026-06-06,22,Night,Night,16,19,5,7,2,5.49,4.88,0.02
Wandegeya Junction,2026-06-06,22,Night,Night,29,16,0,0,0,5.28,4.27,0.03
Wandegeya Junction,2026-06-06,23,Night,Night,25,15,0,2,1,5.76,4.92,0.03
Wandegeya Junction,2026-06-06,23,Night,Night,24,11,0,0,1,5.95,5.26,0.02
Wandegeya Junction,2026-06-06,23,Night,Night,31,15,0,1,0,5.22,5.37,0.04
Wandegeya Junction,2026-06-06,23,Night,Night,6,9,2,0,0,4.84,4.76,0.03
Wandegeya Junction,2026-06-06,0,Night,Night,1,18,1,4,0,6.21,4.77,0.05
Wandegeya Junction,2026-06-06,0,Night,Night,2,1,1,3,0,5.97,4.63,0.02
Wandegeya Junction,2026-06-06,0,Night,Night,9,1,1,1,1,6.07,4.38,0.02
Wandegeya Junction,2026-06-06,0,Night,Night,13,31,0,0,1,5.31,4.23,0.02
Wandegeya Junction,2026-06-06,1,Night,Night,19,10,0,0,0,5.78,4.57,0.02
Wandegeya Junction,2026-06-06,1,Night,Night,13,12,1,0,2,6.26,5.01,0.03
Wandegeya Junction,2026-06-06,1,Night,Night,4,23,0,1,0,7.29,4.05,0.03
Wandegeya Junction,2026-06-06,1,Night,Night,9,4,0,1,2,6.24,4.93,0.02
Wandegeya Junction,2026-06-06,2,Night,Night,11,15,2,0,3,5.25,4.32,0.02
Wandegeya Junction,2026-06-06,2,Night,Night,9,18,0,1,0,5.52,4.52,0.02
Wandegeya Junction,2026-06-06,2,Night,Night,24,13,2,0,1,6.03,3.81,0.02
Wandegeya Junction,2026-06-06,2,Night,Night,13,1,0,0,0,5.14,4.7,0.02
Wandegeya Junction,2026-06-06,3,Night,Night,1,1,1,0,0,6.12,4.6,0.02
Wandegeya Junction,2026-06-06,3,Night,Night,9,18,0,7,1,5.63,4.57,0.03
Wandegeya Junction,2026-06-06,3,Night,Night,3,18,1,0,0,5.62,4.59,0.02
Wandegeya Junction,2026-06-06,3,Night,Night,9,13,2,2,0,5.67,4.45,0.02
Wandegeya Junction,2026-06-06,4,Night,Night,11,11,0,1,0,6.11,4.39,0.02
Wandegeya Junction,2026-06-06,4,Night,Night,5,12,2,2,0,7.01,4.29,0.02
Wandegeya Junction,2026-06-06,4,Night,Night,17,16,0,0,0,6.29,4.55,0.02
Wandegeya Junction,2026-06-06,4,Night,Night,7,9,2,2,1,5.65,4.75,0.03
Wandegeya Junction,2026-06-06,5,Night,Night,15,1,2,4,0,6.06,4.71,0.02
Wandegeya Junction,2026-06-06,5,Night,Night,15,20,1,1,0,6.4,3.99,0.06
Wandegeya Junction,2026-06-06,5,Night,Night,13,12,0,1,0,6.11,4.68,0.02
Wandegeya Junction,2026-06-06,5,Night,Night,18,19,0,1,0,5.58,5.22,0.02
Wandegeya Junction,2026-06-06,6,Night,Night,23,36,1,4,5,6.64,4.18,0.04
Wandegeya Junction,2026-06-06,6,Night,Night,33,8,0,7,2,5.6,4.3,0.03
Wandegeya Junction,2026-06-06,6,Night,Night,16,19,0,0,0,5.95,4.17,0.06
Wandegeya Junction,2026-06-06,6,Night,Night,1,32,1,0,0,6.06,4.66,0.02
Kibuye Roundabout,2026-06-06,19,Night,Night,47,48,6,4,0,5.82,4.96,0.06
Kibuye Roundabout,2026-06-06,19,Night,Night,44,34,2,2,4,5.34,4.47,0.07
Kibuye Roundabout,2026-06-06,19,Night,Night,45,52,6,2,0,6.3,4.4,0.09
Kibuye Roundabout,2026-06-06,19,Night,Night,52,55,4,7,0,6.36,4.26,0.07
Kibuye Roundabout,2026-06-06,20,Night,Night,35,54,4,3,0,5.76,4.11,0.05
Kibuye Roundabout,2026-06-06,20,Night,Night,43,31,2,2,2,5.46,4.98,0.06
Kibuye Roundabout,2026-06-06,20,Night,Night,44,41,4,0,2,6.09,4.45,0.07
Kibuye Roundabout,2026-06-06,20,Night,Night,42,45,4,0,3,5.48,4.2,0.07
Kibuye Roundabout,2026-06-06,21,Night,Night,22,32,1,7,0,6.57,3.79,0.03
Kibuye Roundabout,2026-06-06,21,Night,Night,34,38,1,1,0,6.16,4.6,0.08
Kibuye Roundabout,2026-06-06,21,Night,Night,21,37,0,0,3,5.77,4.27,0.06
Kibuye Roundabout,2026-06-06,21,Night,Night,25,14,2,2,3,6.21,5.05,0.02
Kibuye Roundabout,2026-06-06,22,Night,Night,15,27,1,4,0,6.0,4.67,0.02
Kibuye Roundabout,2026-06-06,22,Night,Night,11,12,3,4,1,6.19,4.33,0.03
Kibuye Roundabout,2026-06-06,22,Night,Night,22,28,3,0,1,5.12,4.84,0.05
Kibuye Roundabout,2026-06-06,22,Night,Night,15,23,0,4,4,5.32,4.95,0.05
Kibuye Roundabout,2026-06-06,23,Night,Night,7,21,0,3,0,5.67,4.38,0.04
